sort_name;random_time;random_steps;sorted_time;sorted_steps;reversed_time;reversed_steps;same_el_time;same_el_steps
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.022;0;0.002;0;0.041;0;0.002;0
BubbleSort;0.354;499500;0.252;499500;0.241;499500;0.243;499500
BubbleSortIverson1;0.356;497355;0.001;999;0.259;499500;0.002;999
BubbleSortIverson1&2;0;0;0;0;0;0;0;0
SelectionSort;0.912;499500;0.911;499500;0.9;499500;0.906;499500
LinearInsertionSort;0;0;0;0;0.001;0;0.001;0
BinaryInsertionSort;0.19;499500;0.188;499500;0.212;499500;0.187;499500
CountingSort;0;0;0;0;0;0;0;0
RadixSort;0.132;62000;0.079;62000;0.077;62000;0.076;62000
MergeSort;0.129;512;0.131;512;0.126;512;0.121;512
HoarSort;0.043;8657;0.008;9976;0.008;8977;0.008;999
LomutoSort;0;0;0.001;0;0.001;0;0.001;0
HeapSort;0.021;0;0.002;0;0.041;0;0.002;0
BubbleSort;0.363;499500;0.252;499500;0.242;499500;0.238;499500
BubbleSortIverson1;0.373;499094;0.001;999;0.256;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0;0;0;0
SelectionSort;0.915;499500;0.938;499500;0.952;499500;0.968;499500
LinearInsertionSort;0;0;0.001;0;0;0;0;0
BinaryInsertionSort;0.191;499500;0.198;499500;0.184;499500;0.178;499500
CountingSort;0;0;0.001;0;0;0;0.001;0
RadixSort;0.13;62000;0.078;62000;0.075;62000;0.075;62000
MergeSort;0.127;512;0.158;512;0.132;512;0.128;512
HoarSort;0.043;8205;0.009;9976;0.007;8977;0.008;999
LomutoSort;0;0;0.001;0;0.001;0;0;0
HeapSort;0.025;0;0.002;0;0.032;0;0.001;0
BubbleSort;0.354;499500;0.247;499500;0.238;499500;0.241;499500
BubbleSortIverson1;0.366;499004;0.001;999;0.256;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0.001;0;0;0;0.001;0
SelectionSort;0.917;499500;0.908;499500;0.903;499500;0.904;499500
LinearInsertionSort;0;0;0;0;0.001;0;0;0
BinaryInsertionSort;0.191;499500;0.19;499500;0.178;499500;0.18;499500
CountingSort;0;0;0;0;0;0;0;0
RadixSort;0.131;62000;0.077;62000;0.077;62000;0.076;62000
MergeSort;0.131;512;0.132;512;0.123;512;0.123;512
HoarSort;0.043;7484;0.008;9976;0.007;8977;0.008;999
LomutoSort;0;0;0.001;0;0;0;0.001;0
HeapSort;0.023;0;0.001;0;0.041;0;0.002;0
BubbleSort;0.372;499500;0.254;499500;0.257;499500;0.237;499500
BubbleSortIverson1;0.36;499422;0.001;999;0.26;499500;0;999
BubbleSortIverson1&2;0.001;0;0.001;0;0;0;0;0
SelectionSort;0.912;499500;0.921;499500;0.903;499500;0.926;499500
LinearInsertionSort;0;0;0.001;0;0;0;0.001;0
BinaryInsertionSort;0.192;499500;0.19;499500;0.184;499500;0.186;499500
CountingSort;0.001;0;0;0;0.001;0;0;0
RadixSort;0.13;62000;0.077;62000;0.077;62000;0.08;62000
MergeSort;0.136;512;0.132;512;0.132;512;0.129;512
HoarSort;0.044;8511;0.008;9976;0.008;8977;0.008;999
LomutoSort;0;0;0;0;0;0;0;0
HeapSort;0.025;0;0.002;0;0.032;0;0.002;0
BubbleSort;0.376;499500;0.251;499500;0.244;499500;0.239;499500
BubbleSortIverson1;0.38;499409;0.001;999;0.275;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0;0;0.001;0
SelectionSort;0.915;499500;0.913;499500;0.913;499500;0.899;499500
LinearInsertionSort;0.001;0;0;0;0.001;0;0.001;0
BinaryInsertionSort;0.193;499500;0.189;499500;0.179;499500;0.178;499500
CountingSort;0;0;0;0;0;0;0;0
RadixSort;0.13;62000;0.079;62000;0.078;62000;0.076;62000
MergeSort;0.134;512;0.133;512;0.133;512;0.122;512
HoarSort;0.042;8383;0.008;9976;0.007;8977;0.007;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.028;0;0.001;0;0.035;0;0.002;0
BubbleSort;0.357;499500;0.251;499500;0.239;499500;0.236;499500
BubbleSortIverson1;0.357;499409;0.001;999;0.256;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0.001;0;0;0
SelectionSort;0.94;499500;0.91;499500;0.902;499500;0.912;499500
LinearInsertionSort;0;0;0;0;0.001;0;0.001;0
BinaryInsertionSort;0.19;499500;0.193;499500;0.184;499500;0.179;499500
CountingSort;0.001;0;0.001;0;0;0;0;0
RadixSort;0.131;62000;0.077;62000;0.077;62000;0.076;62000
MergeSort;0.134;512;0.132;512;0.128;512;0.128;512
HoarSort;0.043;8617;0.008;9976;0.008;8977;0.008;999
LomutoSort;0.001;0;0;0;0.001;0;0.001;0
HeapSort;0.022;0;0.002;0;0.038;0;0.001;0
BubbleSort;0.375;499500;0.253;499500;0.249;499500;0.256;499500
BubbleSortIverson1;0.379;499175;0.001;999;0.268;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0;0;0.002;0;0;0
SelectionSort;0.935;499500;0.94;499500;0.909;499500;0.901;499500
LinearInsertionSort;0;0;0.001;0;0;0;0;0
BinaryInsertionSort;0.191;499500;0.194;499500;0.182;499500;0.179;499500
CountingSort;0.001;0;0;0;0;0;0;0
RadixSort;0.131;62000;0.079;62000;0.076;62000;0.077;62000
MergeSort;0.131;512;0.13;512;0.125;512;0.121;512
HoarSort;0.044;10662;0.008;9976;0.007;8977;0.007;999
LomutoSort;0.001;0;0.001;0;0;0;0.002;0
HeapSort;0.014;0;0.001;0;0.033;0;0.002;0
BubbleSort;0.356;499500;0.253;499500;0.244;499500;0.237;499500
BubbleSortIverson1;0.359;499122;0.001;999;0.257;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0.001;0;0;0
SelectionSort;0.916;499500;0.91;499500;0.922;499500;0.905;499500
LinearInsertionSort;0;0;0;0;0.001;0;0;0
BinaryInsertionSort;0.192;499500;0.193;499500;0.18;499500;0.187;499500
CountingSort;0.002;0;0.001;0;0;0;0.001;0
RadixSort;0.133;62000;0.079;62000;0.077;62000;0.076;62000
MergeSort;0.133;512;0.133;512;0.124;512;0.124;512
HoarSort;0.044;8552;0.009;9976;0.007;8977;0.007;999
LomutoSort;0;0;0.001;0;0;0;0.001;0
HeapSort;0.019;0;0.001;0;0.034;0;0.002;0
BubbleSort;0.368;499500;0.265;499500;0.25;499500;0.244;499500
BubbleSortIverson1;0.374;499422;0.001;999;0.261;499500;0.002;999
BubbleSortIverson1&2;0;0;0;0;0.001;0;0.001;0
SelectionSort;0.963;499500;0.947;499500;0.918;499500;0.927;499500
LinearInsertionSort;0.001;0;0.001;0;0;0;0;0
BinaryInsertionSort;0.191;499500;0.189;499500;0.185;499500;0.184;499500
CountingSort;0;0;0.001;0;0;0;0.002;0
RadixSort;0.132;62000;0.077;62000;0.076;62000;0.076;62000
MergeSort;0.131;512;0.133;512;0.126;512;0.122;512
HoarSort;0.041;9691;0.009;9976;0.007;8977;0.007;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.025;0;0.003;0;0.035;0;0.001;0
BubbleSort;0.36;499500;0.251;499500;0.244;499500;0.238;499500
BubbleSortIverson1;0.363;499380;0.001;999;0.257;499500;0.001;999
BubbleSortIverson1&2;0;0;0.001;0;0.001;0;0.001;0
SelectionSort;0.915;499500;0.914;499500;0.899;499500;0.909;499500
LinearInsertionSort;0.001;0;0.001;0;0.001;0;0;0
BinaryInsertionSort;0.221;499500;0.201;499500;0.178;499500;0.195;499500
CountingSort;0.001;0;0;0;0;0;0;0
RadixSort;0.13;62000;0.079;62000;0.078;62000;0.078;62000
MergeSort;0.131;512;0.131;512;0.125;512;0.124;512
HoarSort;0.042;10361;0.008;9976;0.009;8977;0.007;999
LomutoSort;0;0;0.001;0;0;0;0.001;0
HeapSort;0.021;0;0.002;0;0.039;0;0.002;0
BubbleSort;0.358;499500;0.253;499500;0.243;499500;0.236;499500
BubbleSortIverson1;0.359;499247;0;999;0.259;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0;0;0.001;0
SelectionSort;0.921;499500;0.936;499500;0.945;499500;0.956;499500
LinearInsertionSort;0.002;0;0;0;0.001;0;0;0
BinaryInsertionSort;0.192;499500;0.19;499500;0.19;499500;0.182;499500
CountingSort;0.001;0;0;0;0;0;0;0
RadixSort;0.132;62000;0.086;62000;0.077;62000;0.076;62000
MergeSort;0.135;512;0.133;512;0.127;512;0.123;512
HoarSort;0.043;8907;0.009;9976;0.008;8977;0.008;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.023;0;0.001;0;0.035;0;0.001;0
BubbleSort;0.352;499500;0.25;499500;0.249;499500;0.244;499500
BubbleSortIverson1;0.355;499175;0;999;0.257;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0;0;0.001;0;0;0
SelectionSort;0.915;499500;0.912;499500;0.902;499500;0.906;499500
LinearInsertionSort;0.001;0;0.001;0;0.001;0;0;0
BinaryInsertionSort;0.194;499500;0.194;499500;0.178;499500;0.178;499500
CountingSort;0;0;0.001;0;0;0;0.001;0
RadixSort;0.129;62000;0.08;62000;0.078;62000;0.076;62000
MergeSort;0.133;512;0.133;512;0.125;512;0.123;512
HoarSort;0.066;8613;0.008;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0.001;0;0;0
HeapSort;0.022;0;0.002;0;0.039;0;0.002;0
BubbleSort;0.355;499500;0.263;499500;0.241;499500;0.238;499500
BubbleSortIverson1;0.355;496419;0.001;999;0.256;499500;0;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.914;499500;0.914;499500;0.9;499500;0.944;499500
LinearInsertionSort;0;0;0.001;0;0.001;0;0.001;0
BinaryInsertionSort;0.194;499500;0.19;499500;0.189;499500;0.191;499500
CountingSort;0;0;0.002;0;0;0;0.001;0
RadixSort;0.131;62000;0.077;62000;0.076;62000;0.077;62000
MergeSort;0.131;512;0.134;512;0.133;512;0.132;512
HoarSort;0.046;8217;0.009;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0;0;0.001;0
HeapSort;0.023;0;0.002;0;0.036;0;0.001;0
BubbleSort;0.375;499500;0.254;499500;0.248;499500;0.268;499500
BubbleSortIverson1;0.379;499004;0.001;999;0.257;499500;0.001;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.933;499500;0.909;499500;0.917;499500;0.901;499500
LinearInsertionSort;0.001;0;0;0;0;0;0;0
BinaryInsertionSort;0.195;499500;0.194;499500;0.178;499500;0.179;499500
CountingSort;0;0;0;0;0;0;0;0
RadixSort;0.132;62000;0.077;62000;0.075;62000;0.082;62000
MergeSort;0.134;512;0.132;512;0.132;512;0.123;512
HoarSort;0.042;10452;0.008;9976;0.007;8977;0.008;999
LomutoSort;0.001;0;0;0;0.001;0;0;0
HeapSort;0.022;0;0.001;0;0.033;0;0.002;0
BubbleSort;0.355;499500;0.254;499500;0.244;499500;0.236;499500
BubbleSortIverson1;0.357;499455;0.002;999;0.256;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0.001;0;0.001;0;0;0
SelectionSort;0.936;499500;0.921;499500;0.923;499500;0.905;499500
LinearInsertionSort;0;0;0.001;0;0;0;0;0
BinaryInsertionSort;0.191;499500;0.194;499500;0.189;499500;0.179;499500
CountingSort;0;0;0;0;0.001;0;0;0
RadixSort;0.131;62000;0.079;62000;0.076;62000;0.077;62000
MergeSort;0.13;512;0.132;512;0.128;512;0.126;512
HoarSort;0.044;8724;0.008;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0;0;0.001;0
HeapSort;0.021;0;0.001;0;0.035;0;0.002;0
BubbleSort;0.358;499500;0.254;499500;0.249;499500;0.246;499500
BubbleSortIverson1;0.37;498680;0;999;0.263;499500;0.002;999
BubbleSortIverson1&2;0;0;0.001;0;0.001;0;0;0
SelectionSort;0.962;499500;0.927;499500;0.91;499500;0.905;499500
LinearInsertionSort;0;0;0.001;0;0;0;0.001;0
BinaryInsertionSort;0.191;499500;0.192;499500;0.187;499500;0.184;499500
CountingSort;0.001;0;0;0;0;0;0;0
RadixSort;0.131;62000;0.079;62000;0.078;62000;0.078;62000
MergeSort;0.136;512;0.133;512;0.127;512;0.122;512
HoarSort;0.041;8678;0.009;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0.001;0;0;0
HeapSort;0.026;0;0.001;0;0.034;0;0.001;0
BubbleSort;0.362;499500;0.251;499500;0.239;499500;0.236;499500
BubbleSortIverson1;0.357;496419;0;999;0.259;499500;0.001;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.916;499500;0.946;499500;0.908;499500;0.913;499500
LinearInsertionSort;0;0;0.001;0;0;0;0.001;0
BinaryInsertionSort;0.199;499500;0.194;499500;0.18;499500;0.179;499500
CountingSort;0.001;0;0;0;0;0;0;0
RadixSort;0.131;62000;0.079;62000;0.076;62000;0.076;62000
MergeSort;0.13;512;0.131;512;0.128;512;0.124;512
HoarSort;0.042;8862;0.008;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0;0;0.001;0
HeapSort;0.026;0;0.001;0;0.043;0;0.002;0
BubbleSort;0.356;499500;0.252;499500;0.242;499500;0.236;499500
BubbleSortIverson1;0.36;499347;0.002;999;0.259;499500;0;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.917;499500;0.93;499500;0.957;499500;0.952;499500
LinearInsertionSort;0;0;0;0;0.001;0;0.001;0
BinaryInsertionSort;0.192;499500;0.245;499500;0.19;499500;0.186;499500
CountingSort;0;0;0.001;0;0.001;0;0.001;0
RadixSort;0.134;62000;0.077;62000;0.079;62000;0.078;62000
MergeSort;0.135;512;0.134;512;0.129;512;0.122;512
HoarSort;0.042;8485;0.008;9976;0.008;8977;0.008;999
LomutoSort;0;0;0.002;0;0;0;0;0
HeapSort;0.026;0;0.001;0;0.033;0;0.002;0
BubbleSort;0.356;499500;0.253;499500;0.247;499500;0.236;499500
BubbleSortIverson1;0.355;499149;0.001;999;0.259;499500;0.001;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.917;499500;0.916;499500;0.899;499500;0.973;499500
LinearInsertionSort;0.001;0;0;0;0.001;0;0;0
BinaryInsertionSort;0.194;499500;0.193;499500;0.193;499500;0.188;499500
CountingSort;0;0;0;0;0;0;0.002;0
RadixSort;0.131;62000;0.078;62000;0.075;62000;0.079;62000
MergeSort;0.131;512;0.132;512;0.128;512;0.122;512
HoarSort;0.041;8774;0.008;9976;0.008;8977;0.009;999
LomutoSort;0;0;0;0;0;0;0.001;0
HeapSort;0.022;0;0.002;0;0.037;0;0.002;0
BubbleSort;0.369;499500;0.252;499500;0.241;499500;0.236;499500
BubbleSortIverson1;0.361;499094;0.001;999;0.259;499500;0.001;999
BubbleSortIverson1&2;0;0;0;0;0;0;0.001;0
SelectionSort;0.932;499500;0.942;499500;0.911;499500;0.944;499500
LinearInsertionSort;0;0;0.002;0;0;0;0;0
BinaryInsertionSort;0.193;499500;0.193;499500;0.206;499500;0.192;499500
CountingSort;0;0;0;0;0.001;0;0;0
RadixSort;0.133;62000;0.078;62000;0.077;62000;0.079;62000
MergeSort;0.135;512;0.132;512;0.126;512;0.122;512
HoarSort;0.044;8192;0.009;9976;0.007;8977;0.008;999
LomutoSort;0;0;0;0;0;0;0;0
HeapSort;0.029;0;0.002;0;0.034;0;0.002;0
BubbleSort;0.348;499500;0.293;499500;0.243;499500;0.237;499500
BubbleSortIverson1;0.355;498834;0.001;999;0.259;499500;0.002;999
BubbleSortIverson1&2;0.001;0;0;0;0.001;0;0;0
SelectionSort;0.916;499500;0.921;499500;0.918;499500;0.91;499500
LinearInsertionSort;0;0;0;0;0.001;0;0;0
BinaryInsertionSort;0.191;499500;0.192;499500;0.181;499500;0.187;499500
CountingSort;0;0;0.002;0;0;0;0.001;0
RadixSort;0.131;62000;0.079;62000;0.078;62000;0.111;62000
MergeSort;0.129;512;0.132;512;0.125;512;0.132;512
HoarSort;0.042;10126;0.008;9976;0.008;8977;0.007;999
LomutoSort;0.001;0;0;0;0.001;0;0;0
HeapSort;0.021;0;0.002;0;0.042;0;0.001;0
BubbleSort;0.362;499500;0.252;499500;0.248;499500;0.245;499500
BubbleSortIverson1;0.36;499094;0.001;999;0.259;499500;0.002;999
BubbleSortIverson1&2;0;0;0;0;0.001;0;0;0
SelectionSort;0.917;499500;0.923;499500;0.906;499500;0.905;499500
LinearInsertionSort;0;0;0;0;0;0;0;0
BinaryInsertionSort;0.192;499500;0.194;499500;0.183;499500;0.181;499500
CountingSort;0;0;0;0;0;0;0;0
RadixSort;0.135;62000;0.079;62000;0.077;62000;0.082;62000
MergeSort;0.139;512;0.135;512;0.134;512;0.134;512
HoarSort;0.048;8095;0.008;9976;0.007;8977;0.008;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.026;0;0.001;0;0.04;0;0.001;0
BubbleSort;0.379;499500;0.252;499500;0.251;499500;0.246;499500
BubbleSortIverson1;0.375;499200;0.001;999;0.287;499500;0.001;999
BubbleSortIverson1&2;0;0;0.001;0;0.001;0;0;0
SelectionSort;0.918;499500;0.911;499500;0.952;499500;0.92;499500
LinearInsertionSort;0;0;0.001;0;0;0;0;0
BinaryInsertionSort;0.192;499500;0.191;499500;0.18;499500;0.179;499500
CountingSort;0;0;0.001;0;0;0;0.001;0
RadixSort;0.132;62000;0.078;62000;0.076;62000;0.075;62000
MergeSort;0.132;512;0.132;512;0.124;512;0.123;512
HoarSort;0.043;8087;0.008;9976;0.007;8977;0.007;999
LomutoSort;0.001;0;0.001;0;0;0;0.001;0
HeapSort;0.024;0;0.001;0;0.031;0;0.001;0
BubbleSort;0.355;499500;0.253;499500;0.245;499500;0.244;499500
BubbleSortIverson1;0.37;498419;0.001;999;0.26;499500;0.002;999
BubbleSortIverson1&2;0.001;0;0;0;0;0;0;0
SelectionSort;0.937;499500;0.939;499500;0.929;499500;0.914;499500
LinearInsertionSort;0;0;0;0;0;0;0.002;0
BinaryInsertionSort;0.192;499500;0.193;499500;0.192;499500;0.194;499500
CountingSort;0.001;0;0;0;0.002;0;0;0
RadixSort;0.134;62000;0.078;62000;0.078;62000;0.081;62000
MergeSort;0.477;512;0.213;512;0.133;512;0.131;512
HoarSort;0.046;9240;0.009;9976;0.007;8977;0.007;999
LomutoSort;0;0;0.001;0;0;0;0.002;0
HeapSort;0.024;0;0.003;0;0.041;0;0.001;0
BubbleSort;0.379;499500;0.254;499500;0.254;499500;0.256;499500
BubbleSortIverson1;0.384;498834;0.002;999;0.262;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0;0;0.001;0;0;0
SelectionSort;0.966;499500;0.964;499500;0.959;499500;0.956;499500
LinearInsertionSort;0;0;0;0;0;0;0;0
BinaryInsertionSort;0.194;499500;0.193;499500;0.193;499500;0.193;499500
CountingSort;0.001;0;0;0;0.001;0;0;0
RadixSort;0.134;62000;0.077;62000;0.077;62000;0.082;62000
MergeSort;0.134;512;0.131;512;0.13;512;0.131;512
HoarSort;0.047;7833;0.008;9976;0.007;8977;0.009;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.016;0;0.001;0;0.031;0;0.002;0
BubbleSort;0.376;499500;0.28;499500;0.254;499500;0.254;499500
BubbleSortIverson1;0.386;498905;0.001;999;0.263;499500;0.001;999
BubbleSortIverson1&2;0.001;0;0;0;0.001;0;0;0
SelectionSort;0.971;499500;0.979;499500;0.958;499500;0.956;499500
LinearInsertionSort;0;0;0.002;0;0;0;0;0
BinaryInsertionSort;0.194;499500;0.195;499500;0.191;499500;0.193;499500
CountingSort;0;0;0.001;0;0.001;0;0;0
RadixSort;0.137;62000;0.078;62000;0.077;62000;0.081;62000
MergeSort;0.138;512;0.132;512;0.133;512;0.133;512
HoarSort;0.046;10208;0.008;9976;0.007;8977;0.008;999
LomutoSort;0;0;0.001;0;0;0;0;0
HeapSort;0.021;0;0.003;0;0.032;0;0.002;0
BubbleSort;0.376;499500;0.256;499500;0.255;499500;0.257;499500
BubbleSortIverson1;0.381;497420;0.002;999;0.264;499500;0;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;1.127;499500;1.004;499500;1.072;499500;0.959;499500
LinearInsertionSort;0.001;0;0;0;0;0;0;0
BinaryInsertionSort;0.192;499500;0.193;499500;0.192;499500;0.193;499500
CountingSort;0;0;0.001;0;0;0;0;0
RadixSort;0.133;62000;0.077;62000;0.077;62000;0.08;62000
MergeSort;0.134;512;0.143;512;0.134;512;0.133;512
HoarSort;0.046;8750;0.01;9976;0.007;8977;0.008;999
LomutoSort;0.001;0;0;0;0;0;0;0
HeapSort;0.027;0;0.002;0;0.031;0;0.002;0
BubbleSort;0.376;499500;0.258;499500;0.255;499500;0.255;499500
BubbleSortIverson1;0.386;499329;0.001;999;0.264;499500;0;999
BubbleSortIverson1&2;0;0;0.001;0;0;0;0.001;0
SelectionSort;0.969;499500;0.966;499500;0.96;499500;0.962;499500
LinearInsertionSort;0.001;0;0.001;0;0;0;0.002;0
BinaryInsertionSort;0.201;499500;0.2;499500;0.199;499500;0.199;499500
CountingSort;0;0;0.001;0;0;0;0.001;0
RadixSort;0.136;62000;0.078;62000;0.077;62000;0.082;62000
MergeSort;0.137;512;0.133;512;0.132;512;0.132;512
HoarSort;0.046;9862;0.008;9976;0.008;8977;0.008;999
LomutoSort;0;0;0;0;0.001;0;0;0
HeapSort;0.014;0;0.001;0;0.037;0;0.002;0
